# axfluxmdo golden gap-field table (GetDP "Format Table", trailing 6 cols = x y z bx by bz)
# Provenance: GetDP 3.5.0 Linux64 (pinned) via CI run 27395795341 (getdp-pipeline job),
# gmsh wheel from pip, 2026-06-12. Reference motor (SPEC quickstart: r_o=80mm, r_i=25mm,
# g=0.8mm, p=14, t_m=4mm, N42), open-circuit, magnet_temp_c=65.0, slotted, n_samples=720.
# Regenerate ONLY from a documented GetDP run (CI artifact path) — see CLAUDE.md.
15 1072  0 0 0  0 0 0   -0.2774300437632373 0.05299878669327995 0  
15 1293  0.01619883712007237 0 0  0.01619883712007237 0 0   0.06060504090808361 -1.127712942557735 0  
15 1311  0.01623156204354726 0 0  0.01623156204354726 0 0   0.1570689546093682 -1.079000168406225 0  
15 1311  0.01626428696702216 0 0  0.01626428696702216 0 0   0.1570689546093682 -1.079000168406225 0  
15 1311  0.01629701189049705 0 0  0.01629701189049705 0 0   0.1570689546093682 -1.079000168406225 0  
15 1311  0.01632973681397195 0 0  0.01632973681397195 0 0   0.1570689546093682 -1.079000168406225 0  
15 1311  0.01636246173744684 0 0  0.01636246173744684 0 0   0.1570689546093682 -1.079000168406225 0  
15 1311  0.01639518666092173 0 0  0.01639518666092173 0 0   0.1570689546093682 -1.079000168406225 0  
15 1311  0.01642791158439663 0 0  0.01642791158439663 0 0   0.1570689546093682 -1.079000168406225 0  
15 1313  0.01646063650787152 0 0  0.01646063650787152 0 0   0.1527465704786692 -1.038388586097676 0  
15 1313  0.01649336143134641 0 0  0.01649336143134641 0 0   0.1527465704786692 -1.038388586097676 0  
15 1313  0.01652608635482131 0 0  0.01652608635482131 0 0   0.1527465704786692 -1.038388586097676 0  
15 1313  0.0165588112782962 0 0  0.0165588112782962 0 0   0.1527465704786692 -1.038388586097676 0  
15 1313  0.0165915362017711 0 0  0.0165915362017711 0 0   0.1527465704786692 -1.038388586097676 0  
15 1313  0.01662426112524599 0 0  0.01662426112524599 0 0   0.1527465704786692 -1.038388586097676 0  
15 1313  0.01665698604872088 0 0  0.01665698604872088 0 0   0.1527465704786692 -1.038388586097676 0  
15 1313  0.01668971097219578 0 0  0.01668971097219578 0 0   0.1527465704786692 -1.038388586097676 0  
15 1339  0.01672243589567067 0 0  0.01672243589567067 0 0   0.2153088238431131 -0.9477139503327225 0  
15 1339  0.01675516081914557 0 0  0.01675516081914557 0 0   0.2153088238431131 -0.9477139503327225 0  
15 1339  0.01678788574262046 0 0  0.01678788574262046 0 0   0.2153088238431131 -0.9477139503327225 0  
15 1339  0.01682061066609535 0 0  0.01682061066609535 0 0   0.2153088238431131 -0.9477139503327225 0  
15 1339  0.01685333558957025 0 0  0.01685333558957025 0 0   0.2153088238431131 -0.9477139503327225 0  
15 1339  0.01688606051304514 0 0  0.01688606051304514 0 0   0.2153088238431131 -0.9477139503327225 0  
15 1339  0.01691878543652003 0 0  0.01691878543652003 0 0   0.2153088238431131 -0.9477139503327225 0  
15 1337  0.01695151035999493 0 0  0.01695151035999493 0 0   0.2304002712121798 -0.8059200843901225 0  
15 1337  0.01698423528346982 0 0  0.01698423528346982 0 0   0.2304002712121798 -0.8059200843901225 0  
15 1337  0.01701696020694471 0 0  0.01701696020694471 0 0   0.2304002712121798 -0.8059200843901225 0  
15 1337  0.01704968513041961 0 0  0.01704968513041961 0 0   0.2304002712121798 -0.8059200843901225 0  
15 1337  0.0170824100538945 0 0  0.0170824100538945 0 0   0.2304002712121798 -0.8059200843901225 0  
15 1337  0.01711513497736939 0 0  0.01711513497736939 0 0   0.2304002712121798 -0.8059200843901225 0  
15 1337  0.01714785990084429 0 0  0.01714785990084429 0 0   0.2304002712121798 -0.8059200843901225 0  
15 1320  0.01718058482431918 0 0  0.01718058482431918 0 0   0.2542809017666078 -0.8179794308982127 0  
15 1320  0.01721330974779408 0 0  0.01721330974779408 0 0   0.2542809017666078 -0.8179794308982127 0  
15 1320  0.01724603467126897 0 0  0.01724603467126897 0 0   0.2542809017666078 -0.8179794308982127 0  
15 1315  0.01727875959474386 0 0  0.01727875959474386 0 0   0.1582924393703918 -0.5931441450947877 0  
15 1316  0.01731148451821876 0 0  0.01731148451821876 0 0   0.09390982178558559 -0.7439485632935711 0  
15 1316  0.01734420944169365 0 0  0.01734420944169365 0 0   0.09390982178558559 -0.7439485632935711 0  
15 1316  0.01737693436516854 0 0  0.01737693436516854 0 0   0.09390982178558559 -0.7439485632935711 0  
15 1316  0.01740965928864344 0 0  0.01740965928864344 0 0   0.09390982178558559 -0.7439485632935711 0  
15 1316  0.01744238421211833 0 0  0.01744238421211833 0 0   0.09390982178558559 -0.7439485632935711 0  
15 1316  0.01747510913559323 0 0  0.01747510913559323 0 0   0.09390982178558559 -0.7439485632935711 0  
15 1316  0.01750783405906812 0 0  0.01750783405906812 0 0   0.09390982178558559 -0.7439485632935711 0  
15 1316  0.01754055898254301 0 0  0.01754055898254301 0 0   0.09390982178558559 -0.7439485632935711 0  
15 1316  0.01757328390601791 0 0  0.01757328390601791 0 0   0.09390982178558559 -0.7439485632935711 0  
15 1316  0.0176060088294928 0 0  0.0176060088294928 0 0   0.09390982178558559 -0.7439485632935711 0  
15 1316  0.0176387337529677 0 0  0.0176387337529677 0 0   0.09390982178558559 -0.7439485632935711 0  
15 1316  0.01767145867644259 0 0  0.01767145867644259 0 0   0.09390982178558559 -0.7439485632935711 0  
15 1318  0.01770418359991748 0 0  0.01770418359991748 0 0   -0.05501184529877651 -0.7316900199611374 0  
15 1318  0.01773690852339237 0 0  0.01773690852339237 0 0   -0.05501184529877651 -0.7316900199611374 0  
15 1318  0.01776963344686727 0 0  0.01776963344686727 0 0   -0.05501184529877651 -0.7316900199611374 0  
15 1318  0.01780235837034216 0 0  0.01780235837034216 0 0   -0.05501184529877651 -0.7316900199611374 0  
15 1318  0.01783508329381706 0 0  0.01783508329381706 0 0   -0.05501184529877651 -0.7316900199611374 0  
15 1318  0.01786780821729195 0 0  0.01786780821729195 0 0   -0.05501184529877651 -0.7316900199611374 0  
15 1318  0.01790053314076684 0 0  0.01790053314076684 0 0   -0.05501184529877651 -0.7316900199611374 0  
15 1318  0.01793325806424174 0 0  0.01793325806424174 0 0   -0.05501184529877651 -0.7316900199611374 0  
15 1318  0.01796598298771663 0 0  0.01796598298771663 0 0   -0.05501184529877651 -0.7316900199611374 0  
15 1318  0.01799870791119152 0 0  0.01799870791119152 0 0   -0.05501184529877651 -0.7316900199611374 0  
15 1318  0.01803143283466642 0 0  0.01803143283466642 0 0   -0.05501184529877651 -0.7316900199611374 0  
15 1314  0.01806415775814131 0 0  0.01806415775814131 0 0   -0.1075243049337276 -0.8546907804241457 0  
15 1319  0.01809688268161621 0 0  0.01809688268161621 0 0   -0.1172762421741389 -0.8318486643835619 0  
15 1319  0.0181296076050911 0 0  0.0181296076050911 0 0   -0.1172762421741389 -0.8318486643835619 0  
15 1319  0.01816233252856599 0 0  0.01816233252856599 0 0   -0.1172762421741389 -0.8318486643835619 0  
15 1336  0.01819505745204089 0 0  0.01819505745204089 0 0   -0.2427501077364203 -0.7684863164293041 0  
15 1336  0.01822778237551578 0 0  0.01822778237551578 0 0   -0.2427501077364203 -0.7684863164293041 0  
15 1336  0.01826050729899067 0 0  0.01826050729899067 0 0   -0.2427501077364203 -0.7684863164293041 0  
15 1336  0.01829323222246557 0 0  0.01829323222246557 0 0   -0.2427501077364203 -0.7684863164293041 0  
15 1336  0.01832595714594046 0 0  0.01832595714594046 0 0   -0.2427501077364203 -0.7684863164293041 0  
15 1336  0.01835868206941536 0 0  0.01835868206941536 0 0   -0.2427501077364203 -0.7684863164293041 0  
15 1336  0.01839140699289025 0 0  0.01839140699289025 0 0   -0.2427501077364203 -0.7684863164293041 0  
15 1338  0.01842413191636514 0 0  0.01842413191636514 0 0   -0.2626443964704523 -0.9554059697116823 0  
15 1338  0.01845685683984003 0 0  0.01845685683984003 0 0   -0.2626443964704523 -0.9554059697116823 0  
15 1338  0.01848958176331493 0 0  0.01848958176331493 0 0   -0.2626443964704523 -0.9554059697116823 0  
15 1338  0.01852230668678982 0 0  0.01852230668678982 0 0   -0.2626443964704523 -0.9554059697116823 0  
15 1338  0.01855503161026472 0 0  0.01855503161026472 0 0   -0.2626443964704523 -0.9554059697116823 0  
15 1338  0.01858775653373961 0 0  0.01858775653373961 0 0   -0.2626443964704523 -0.9554059697116823 0  
15 1338  0.0186204814572145 0 0  0.0186204814572145 0 0   -0.2626443964704523 -0.9554059697116823 0  
15 1338  0.0186532063806894 0 0  0.0186532063806894 0 0   -0.2626443964704523 -0.9554059697116823 0  
15 1364  0.01868593130416429 0 0  0.01868593130416429 0 0   -0.1526524127579791 -1.035064510561353 0  
15 1364  0.01871865622763919 0 0  0.01871865622763919 0 0   -0.1526524127579791 -1.035064510561353 0  
15 1364  0.01875138115111408 0 0  0.01875138115111408 0 0   -0.1526524127579791 -1.035064510561353 0  
15 1364  0.01878410607458898 0 0  0.01878410607458898 0 0   -0.1526524127579791 -1.035064510561353 0  
15 1364  0.01881683099806387 0 0  0.01881683099806387 0 0   -0.1526524127579791 -1.035064510561353 0  
15 1364  0.01884955592153876 0 0  0.01884955592153876 0 0   -0.1526524127579791 -1.035064510561353 0  
15 1364  0.01888228084501365 0 0  0.01888228084501365 0 0   -0.1526524127579791 -1.035064510561353 0  
15 1362  0.01891500576848855 0 0  0.01891500576848855 0 0   -0.1572861489137543 -1.078601445639766 0  
15 1362  0.01894773069196344 0 0  0.01894773069196344 0 0   -0.1572861489137543 -1.078601445639766 0  
15 1362  0.01898045561543834 0 0  0.01898045561543834 0 0   -0.1572861489137543 -1.078601445639766 0  
15 1362  0.01901318053891323 0 0  0.01901318053891323 0 0   -0.1572861489137543 -1.078601445639766 0  
15 1362  0.01904590546238812 0 0  0.01904590546238812 0 0   -0.1572861489137543 -1.078601445639766 0  
15 1362  0.01907863038586302 0 0  0.01907863038586302 0 0   -0.1572861489137543 -1.078601445639766 0  
15 1362  0.01911135530933791 0 0  0.01911135530933791 0 0   -0.1572861489137543 -1.078601445639766 0  
15 1345  0.0191440802328128 0 0  0.0191440802328128 0 0   -0.06101644280457741 -1.127216147981223 0  
15 1345  0.0191768051562877 0 0  0.0191768051562877 0 0   -0.06101644280457741 -1.127216147981223 0  
15 1345  0.01920953007976259 0 0  0.01920953007976259 0 0   -0.06101644280457741 -1.127216147981223 0  
15 1340  0.01924225500323748 0 0  0.01924225500323748 0 0   -0.05433561408018095 -1.142864758235885 0  
15 1343  0.01927497992671238 0 0  0.01927497992671238 0 0   -0.02441695339170291 -1.072785808487331 0  
15 1343  0.01930770485018727 0 0  0.01930770485018727 0 0   -0.02441695339170291 -1.072785808487331 0  
15 1343  0.01934042977366216 0 0  0.01934042977366216 0 0   -0.02441695339170291 -1.072785808487331 0  
15 1343  0.01937315469713706 0 0  0.01937315469713706 0 0   -0.02441695339170291 -1.072785808487331 0  
15 1343  0.01940587962061195 0 0  0.01940587962061195 0 0   -0.02441695339170291 -1.072785808487331 0  
15 1343  0.01943860454408685 0 0  0.01943860454408685 0 0   -0.02441695339170291 -1.072785808487331 0  
15 1343  0.01947132946756174 0 0  0.01947132946756174 0 0   -0.02441695339170291 -1.072785808487331 0  
15 1343  0.01950405439103663 0 0  0.01950405439103663 0 0   -0.02441695339170291 -1.072785808487331 0  
15 1348  0.01953677931451153 0 0  0.01953677931451153 0 0   -0.04356647954695969 -1.076725549616205 0  
15 1348  0.01956950423798642 0 0  0.01956950423798642 0 0   -0.04356647954695969 -1.076725549616205 0  
15 1348  0.01960222916146132 0 0  0.01960222916146132 0 0   -0.04356647954695969 -1.076725549616205 0  
15 1342  0.01963495408493621 0 0  0.01963495408493621 0 0   -0.02161042554627812 -1.029662260365248 0  
15 1347  0.0196676790084111 0 0  0.0196676790084111 0 0   -0.00811505097894738 -1.058589895394263 0  
15 1347  0.019700403931886 0 0  0.019700403931886 0 0   -0.00811505097894738 -1.058589895394263 0  
15 1347  0.01973312885536089 0 0  0.01973312885536089 0 0   -0.00811505097894738 -1.058589895394263 0  
15 1344  0.01976585377883578 0 0  0.01976585377883578 0 0   0.00817925206035941 -1.06194221520259 0  
15 1344  0.01979857870231068 0 0  0.01979857870231068 0 0   0.00817925206035941 -1.06194221520259 0  
15 1344  0.01983130362578557 0 0  0.01983130362578557 0 0   0.00817925206035941 -1.06194221520259 0  
15 1344  0.01986402854926047 0 0  0.01986402854926047 0 0   0.00817925206035941 -1.06194221520259 0  
15 1344  0.01989675347273536 0 0  0.01989675347273536 0 0   0.00817925206035941 -1.06194221520259 0  
15 1344  0.01992947839621025 0 0  0.01992947839621025 0 0   0.00817925206035941 -1.06194221520259 0  
15 1344  0.01996220331968514 0 0  0.01996220331968514 0 0   0.00817925206035941 -1.06194221520259 0  
15 1344  0.01999492824316004 0 0  0.01999492824316004 0 0   0.00817925206035941 -1.06194221520259 0  
15 1341  0.02002765316663493 0 0  0.02002765316663493 0 0   0.02707241318976372 -1.106195963830363 0  
15 1346  0.02006037809010983 0 0  0.02006037809010983 0 0   0.040516184328375 -1.074706407132958 0  
15 1346  0.02009310301358472 0 0  0.02009310301358472 0 0   0.040516184328375 -1.074706407132958 0  
15 1346  0.02012582793705961 0 0  0.02012582793705961 0 0   0.040516184328375 -1.074706407132958 0  
15 1363  0.02015855286053451 0 0  0.02015855286053451 0 0   0.1033950505901107 -1.042953558906433 0  
15 1363  0.0201912777840094 0 0  0.0201912777840094 0 0   0.1033950505901107 -1.042953558906433 0  
15 1363  0.02022400270748429 0 0  0.02022400270748429 0 0   0.1033950505901107 -1.042953558906433 0  
15 1363  0.02025672763095919 0 0  0.02025672763095919 0 0   0.1033950505901107 -1.042953558906433 0  
15 1363  0.02028945255443408 0 0  0.02028945255443408 0 0   0.1033950505901107 -1.042953558906433 0  
15 1363  0.02032217747790898 0 0  0.02032217747790898 0 0   0.1033950505901107 -1.042953558906433 0  
15 1363  0.02035490240138387 0 0  0.02035490240138387 0 0   0.1033950505901107 -1.042953558906433 0  
15 1365  0.02038762732485876 0 0  0.02038762732485876 0 0   0.09622999015259204 -0.9756332021534444 0  
15 1365  0.02042035224833366 0 0  0.02042035224833366 0 0   0.09622999015259204 -0.9756332021534444 0  
15 1365  0.02045307717180855 0 0  0.02045307717180855 0 0   0.09622999015259204 -0.9756332021534444 0  
15 1365  0.02048580209528345 0 0  0.02048580209528345 0 0   0.09622999015259204 -0.9756332021534444 0  
15 1365  0.02051852701875834 0 0  0.02051852701875834 0 0   0.09622999015259204 -0.9756332021534444 0  
15 1365  0.02055125194223323 0 0  0.02055125194223323 0 0   0.09622999015259204 -0.9756332021534444 0  
15 1365  0.02058397686570813 0 0  0.02058397686570813 0 0   0.09622999015259204 -0.9756332021534444 0  
15 1365  0.02061670178918302 0 0  0.02061670178918302 0 0   0.09622999015259204 -0.9756332021534444 0  
15 1390  0.02064942671265791 0 0  0.02064942671265791 0 0   0.1294056581503487 -0.8858280546927473 0  
15 1390  0.02068215163613281 0 0  0.02068215163613281 0 0   0.1294056581503487 -0.8858280546927473 0  
15 1390  0.0207148765596077 0 0  0.0207148765596077 0 0   0.1294056581503487 -0.8858280546927473 0  
15 1390  0.02074760148308259 0 0  0.02074760148308259 0 0   0.1294056581503487 -0.8858280546927473 0  
15 1390  0.02078032640655749 0 0  0.02078032640655749 0 0   0.1294056581503487 -0.8858280546927473 0  
15 1390  0.02081305133003238 0 0  0.02081305133003238 0 0   0.1294056581503487 -0.8858280546927473 0  
15 1390  0.02084577625350727 0 0  0.02084577625350727 0 0   0.1294056581503487 -0.8858280546927473 0  
15 1389  0.02087850117698217 0 0  0.02087850117698217 0 0   0.1453321336294682 -0.736188561954001 0  
15 1389  0.02091122610045706 0 0  0.02091122610045706 0 0   0.1453321336294682 -0.736188561954001 0  
15 1389  0.02094395102393196 0 0  0.02094395102393196 0 0   0.1453321336294682 -0.736188561954001 0  
15 1389  0.02097667594740685 0 0  0.02097667594740685 0 0   0.1453321336294682 -0.736188561954001 0  
15 1389  0.02100940087088175 0 0  0.02100940087088175 0 0   0.1453321336294682 -0.736188561954001 0  
15 1389  0.02104212579435664 0 0  0.02104212579435664 0 0   0.1453321336294682 -0.736188561954001 0  
15 1389  0.02107485071783153 0 0  0.02107485071783153 0 0   0.1453321336294682 -0.736188561954001 0  
15 1372  0.02110757564130642 0 0  0.02110757564130642 0 0   0.1721529616888002 -0.749732662410862 0  
15 1372  0.02114030056478132 0 0  0.02114030056478132 0 0   0.1721529616888002 -0.749732662410862 0  
15 1372  0.02117302548825621 0 0  0.02117302548825621 0 0   0.1721529616888002 -0.749732662410862 0  
15 1367  0.02120575041173111 0 0  0.02120575041173111 0 0   0.07333776431996863 -0.5182762708039306 0  
15 1371  0.021238475335206 0 0  0.021238475335206 0 0   0.0186338256260381 -0.6464101671470992 0  
15 1371  0.02127120025868089 0 0  0.02127120025868089 0 0   0.0186338256260381 -0.6464101671470992 0  
15 1371  0.02130392518215579 0 0  0.02130392518215579 0 0   0.0186338256260381 -0.6464101671470992 0  
15 1371  0.02133665010563068 0 0  0.02133665010563068 0 0   0.0186338256260381 -0.6464101671470992 0  
15 1371  0.02136937502910558 0 0  0.02136937502910558 0 0   0.0186338256260381 -0.6464101671470992 0  
15 1371  0.02140209995258047 0 0  0.02140209995258047 0 0   0.0186338256260381 -0.6464101671470992 0  
15 1371  0.02143482487605536 0 0  0.02143482487605536 0 0   0.0186338256260381 -0.6464101671470992 0  
15 1371  0.02146754979953025 0 0  0.02146754979953025 0 0   0.0186338256260381 -0.6464101671470992 0  
15 1370  0.02150027472300515 0 0  0.02150027472300515 0 0   -0.08090628639143382 -0.6667886130004863 0  
15 1370  0.02153299964648004 0 0  0.02153299964648004 0 0   -0.08090628639143382 -0.6667886130004863 0  
15 1370  0.02156572456995494 0 0  0.02156572456995494 0 0   -0.08090628639143382 -0.6667886130004863 0  
15 1366  0.02159844949342983 0 0  0.02159844949342983 0 0   -0.1181349884964096 -0.7465139807473165 0  
15 1369  0.02163117441690472 0 0  0.02163117441690472 0 0   -0.1857057077735469 -0.6018110999406936 0  
15 1369  0.02166389934037962 0 0  0.02166389934037962 0 0   -0.1857057077735469 -0.6018110999406936 0  
15 1369  0.02169662426385451 0 0  0.02169662426385451 0 0   -0.1857057077735469 -0.6018110999406936 0  
15 1373  0.0217293491873294 0 0  0.0217293491873294 0 0   -0.1566877929692927 -0.6065983737841965 0  
15 1373  0.0217620741108043 0 0  0.0217620741108043 0 0   -0.1566877929692927 -0.6065983737841965 0  
15 1373  0.02179479903427919 0 0  0.02179479903427919 0 0   -0.1566877929692927 -0.6065983737841965 0  
15 1373  0.02182752395775409 0 0  0.02182752395775409 0 0   -0.1566877929692927 -0.6065983737841965 0  
15 1373  0.02186024888122898 0 0  0.02186024888122898 0 0   -0.1566877929692927 -0.6065983737841965 0  
15 1373  0.02189297380470387 0 0  0.02189297380470387 0 0   -0.1566877929692927 -0.6065983737841965 0  
15 1373  0.02192569872817877 0 0  0.02192569872817877 0 0   -0.1566877929692927 -0.6065983737841965 0  
15 1373  0.02195842365165366 0 0  0.02195842365165366 0 0   -0.1566877929692927 -0.6065983737841965 0  
15 1368  0.02199114857512855 0 0  0.02199114857512855 0 0   -0.2362980124329361 -0.4264550329295407 0  
15 1374  0.02202387349860345 0 0  0.02202387349860345 0 0   -0.2911880709340258 -0.5506611786317546 0  
15 1374  0.02205659842207834 0 0  0.02205659842207834 0 0   -0.2911880709340258 -0.5506611786317546 0  
15 1388  0.02208932334555324 0 0  0.02208932334555324 0 0   -0.3784787748876361 -0.591425518597096 0  
15 1388  0.02212204826902813 0 0  0.02212204826902813 0 0   -0.3784787748876361 -0.591425518597096 0  
15 1388  0.02215477319250302 0 0  0.02215477319250302 0 0   -0.3784787748876361 -0.591425518597096 0  
15 1388  0.02218749811597791 0 0  0.02218749811597791 0 0   -0.3784787748876361 -0.591425518597096 0  
15 1388  0.02222022303945281 0 0  0.02222022303945281 0 0   -0.3784787748876361 -0.591425518597096 0  
15 1388  0.0222529479629277 0 0  0.0222529479629277 0 0   -0.3784787748876361 -0.591425518597096 0  
15 1388  0.0222856728864026 0 0  0.0222856728864026 0 0   -0.3784787748876361 -0.591425518597096 0  
15 1388  0.02231839780987749 0 0  0.02231839780987749 0 0   -0.3784787748876361 -0.591425518597096 0  
15 1391  0.02235112273335238 0 0  0.02235112273335238 0 0   -0.3849762716723006 -0.5166303551556606 0  
15 1391  0.02238384765682728 0 0  0.02238384765682728 0 0   -0.3849762716723006 -0.5166303551556606 0  
15 1391  0.02241657258030217 0 0  0.02241657258030217 0 0   -0.3849762716723006 -0.5166303551556606 0  
15 1391  0.02244929750377707 0 0  0.02244929750377707 0 0   -0.3849762716723006 -0.5166303551556606 0  
15 1391  0.02248202242725196 0 0  0.02248202242725196 0 0   -0.3849762716723006 -0.5166303551556606 0  
15 1391  0.02251474735072686 0 0  0.02251474735072686 0 0   -0.3849762716723006 -0.5166303551556606 0  
15 1391  0.02254747227420175 0 0  0.02254747227420175 0 0   -0.3849762716723006 -0.5166303551556606 0  
15 1391  0.02258019719767664 0 0  0.02258019719767664 0 0   -0.3849762716723006 -0.5166303551556606 0  
15 1393  0.02261292212115153 0 0  0.02261292212115153 0 0   -0.5973190784445723 -0.494834498130281 0  
15 1393  0.02264564704462643 0 0  0.02264564704462643 0 0   -0.5973190784445723 -0.494834498130281 0  
15 1393  0.02267837196810132 0 0  0.02267837196810132 0 0   -0.5973190784445723 -0.494834498130281 0  
15 1415  0.02271109689157622 0 0  0.02271109689157622 0 0   -0.3518426437603246 -0.4683781876569331 0  
15 1415  0.02274382181505111 0 0  0.02274382181505111 0 0   -0.3518426437603246 -0.4683781876569331 0  
15 1415  0.022776546738526 0 0  0.022776546738526 0 0   -0.3518426437603246 -0.4683781876569331 0  
15 1415  0.0228092716620009 0 0  0.0228092716620009 0 0   -0.3518426437603246 -0.4683781876569331 0  
15 1415  0.02284199658547579 0 0  0.02284199658547579 0 0   -0.3518426437603246 -0.4683781876569331 0  
15 1399  0.02287472150895068 0 0  0.02287472150895068 0 0   -0.3519725026022709 -0.2128027602221509 0  
15 1399  0.02290744643242558 0 0  0.02290744643242558 0 0   -0.3519725026022709 -0.2128027602221509 0  
15 1399  0.02294017135590047 0 0  0.02294017135590047 0 0   -0.3519725026022709 -0.2128027602221509 0  
15 1399  0.02297289627937536 0 0  0.02297289627937536 0 0   -0.3519725026022709 -0.2128027602221509 0  
15 1399  0.02300562120285026 0 0  0.02300562120285026 0 0   -0.3519725026022709 -0.2128027602221509 0  
15 1397  0.02303834612632515 0 0  0.02303834612632515 0 0   -0.239731574191813 -0.3359029773658477 0  
15 1397  0.02307107104980004 0 0  0.02307107104980004 0 0   -0.239731574191813 -0.3359029773658477 0  
15 1397  0.02310379597327494 0 0  0.02310379597327494 0 0   -0.239731574191813 -0.3359029773658477 0  
15 1396  0.02313652089674983 0 0  0.02313652089674983 0 0   -0.2397315741918744 -0.159714102172817 0  
15 1396  0.02316924582022473 0 0  0.02316924582022473 0 0   -0.2397315741918744 -0.159714102172817 0  
15 1396  0.02320197074369962 0 0  0.02320197074369962 0 0   -0.2397315741918744 -0.159714102172817 0  
15 1398  0.02323469566717451 0 0  0.02323469566717451 0 0   -0.2137705070240639 -0.1312413066345086 0  
15 1398  0.02326742059064941 0 0  0.02326742059064941 0 0   -0.2137705070240639 -0.1312413066345086 0  
15 1398  0.0233001455141243 0 0  0.0233001455141243 0 0   -0.2137705070240639 -0.1312413066345086 0  
15 1398  0.0233328704375992 0 0  0.0233328704375992 0 0   -0.2137705070240639 -0.1312413066345086 0  
15 1398  0.02336559536107409 0 0  0.02336559536107409 0 0   -0.2137705070240639 -0.1312413066345086 0  
15 1414  0.02339832028454898 0 0  0.02339832028454898 0 0   -0.2137019171506296 0.003750550847724909 0  
15 1414  0.02343104520802388 0 0  0.02343104520802388 0 0   -0.2137019171506296 0.003750550847724909 0  
15 1414  0.02346377013149877 0 0  0.02346377013149877 0 0   -0.2137019171506296 0.003750550847724909 0  
15 1414  0.02349649505497366 0 0  0.02349649505497366 0 0   -0.2137019171506296 0.003750550847724909 0  
15 1414  0.02352921997844856 0 0  0.02352921997844856 0 0   -0.2137019171506296 0.003750550847724909 0  
15 1414  0.02356194490192345 0 0  0.02356194490192345 0 0   -0.2137019171506296 0.003750550847724909 0  
